	title	link	source	salary_min	salary_max
257	Финансовый аналитик / Экономист-аналитик	https://spb.hh.ru/vacancy/51544974	hh.ru	70000	
258	Data analyst / Дата аналитик	https://spb.hh.ru/vacancy/51113216	hh.ru		270000
259	Экономист-аналитик	https://spb.hh.ru/vacancy/50610641	hh.ru		
260	Старший аналитик	https://spb.hh.ru/vacancy/51796933	hh.ru		100000
261	Специалист отдела аналитики и поддержки	https://spb.hh.ru/vacancy/50389171	hh.ru	40000	
262	Системный аналитик	https://spb.hh.ru/vacancy/51777693	hh.ru		
263	Аналитик	https://spb.hh.ru/vacancy/50998849	hh.ru		
264	Рекламный аналитик	https://spb.hh.ru/vacancy/50892015	hh.ru	150000	
265	Менеджер по аналитике (e-commerce)	https://spb.hh.ru/vacancy/49518960	hh.ru		
266	Экономист-аналитик	https://spb.hh.ru/vacancy/51735134	hh.ru	100000	
267	Финансовый аналитик	https://spb.hh.ru/vacancy/47478737	hh.ru		
268	Экономист-аналитик	https://spb.hh.ru/vacancy/50610641	hh.ru		
269	Бизнес-аналитик	https://spb.hh.ru/vacancy/51728090	hh.ru		
270	Продуктовый аналитик мобильных приложений (junior)	https://spb.hh.ru/vacancy/50825948	hh.ru	30000	
271	Бизнес-аналитик	https://spb.hh.ru/vacancy/51807490	hh.ru		
272	Аналитик (Analyst)	https://spb.hh.ru/vacancy/49576202	hh.ru		
273	Product Analyst	https://spb.hh.ru/vacancy/51462973	hh.ru		
274	Ведущий системный аналитик	https://spb.hh.ru/vacancy/51180444	hh.ru		300000
275	Аналитик	https://spb.hh.ru/vacancy/51069065	hh.ru		
276	Маркетолог-аналитик	https://spb.hh.ru/vacancy/50955688	hh.ru	100000	
277	Младший аналитик данных	https://spb.hh.ru/vacancy/51612885	hh.ru		
278	Аналитик Power BI	https://spb.hh.ru/vacancy/51602492	hh.ru		
279	Аналитик данных	https://spb.hh.ru/vacancy/49498045	hh.ru		
280	Финансовый аналитик	https://spb.hh.ru/vacancy/51611309	hh.ru		
281	Аналитик	https://spb.hh.ru/vacancy/51289792	hh.ru	85000	
282	Бизнес-аналитик	https://spb.hh.ru/vacancy/50466460	hh.ru		
283	Джуниор аналитик	https://spb.hh.ru/vacancy/51773015	hh.ru		
284	Бизнес-аналитик	https://spb.hh.ru/vacancy/51013074	hh.ru		
285	Lead Product Manager	https://spb.hh.ru/vacancy/50643933	hh.ru		
286	Финансовый менеджер / Аналитик	https://spb.hh.ru/vacancy/50642610	hh.ru		
287	Системный аналитик	https://spb.hh.ru/vacancy/51268887	hh.ru		
288	Системный аналитик	https://spb.hh.ru/vacancy/50982274	hh.ru		
289	Аналитик бизнес-процессов	https://spb.hh.ru/vacancy/51274772	hh.ru	60000	
290	Аналитик отдела продаж	https://spb.hh.ru/vacancy/51650158	hh.ru		
291	Аналитик логистических процессов	https://spb.hh.ru/vacancy/50657142	hh.ru		
292	Аналитик/специалист по планированию (в центр проектов)	https://spb.hh.ru/vacancy/51613234	hh.ru		
293	Специалист по аналитике отдела продаж	https://spb.hh.ru/vacancy/50808992	hh.ru		
294	Аналитик по ценообразованию	https://spb.hh.ru/vacancy/50942491	hh.ru	100000	
295	Младший аналитик/младший маркетолог	https://spb.hh.ru/vacancy/51625320	hh.ru		
296	Бизнес-аналитик	https://spb.hh.ru/vacancy/51619127	hh.ru		
297	Аналитик	https://spb.hh.ru/vacancy/51784555	hh.ru	20000	
298	Аналітик баз даних	https://spb.hh.ru/vacancy/50810074	hh.ru		
299	Аналитик	https://spb.hh.ru/vacancy/51792385	hh.ru		
300	Ведущий аналитик процессов послепродажного обслуживания	https://spb.hh.ru/vacancy/51637104	hh.ru	100000	
301	Аналитик данных	https://spb.hh.ru/vacancy/50596406	hh.ru		
302	Системный аналитик	https://spb.hh.ru/vacancy/51000684	hh.ru		350000
303	Бизнес-аналитик (IT)	https://spb.hh.ru/vacancy/51204815	hh.ru	70000	
304	Младший аналитик	https://spb.hh.ru/vacancy/51018574	hh.ru	35000	
305	Аналитик бизнес-процессов (удаленно)	https://spb.hh.ru/vacancy/51680050	hh.ru		
306	Стажер аналитик-проектировщик (удаленно)	https://spb.hh.ru/vacancy/46873015	hh.ru	30000	
307	Аналитик по ценообразованию	https://spb.hh.ru/vacancy/48139165	hh.ru		
308	Маркетолог-аналитик	https://spb.hh.ru/vacancy/51189535	hh.ru		
309	Аналитик (стратегический консалтинг)	https://spb.hh.ru/vacancy/47325529	hh.ru		
310	Аналитик	https://spb.hh.ru/vacancy/50237059	hh.ru	60000	
311	Экономист-аналитик	https://spb.hh.ru/vacancy/50378403	hh.ru		
312	Аналитик (стажер)	https://spb.hh.ru/vacancy/51081865	hh.ru	20000	
313	Аналитик	https://spb.hh.ru/vacancy/50998849	hh.ru		
314	Руководитель аналитической группы	https://spb.hh.ru/vacancy/50914761	hh.ru		
315	Менеджер-аналитик	https://spb.hh.ru/vacancy/50081690	hh.ru		
316	Аналитик данных	https://spb.hh.ru/vacancy/49937733	hh.ru		
317	Финансовый аналитик	https://spb.hh.ru/vacancy/50642287	hh.ru		
318	Аналитик	https://spb.hh.ru/vacancy/51266418	hh.ru	50000	
319	Аналитик в отдел исследований (Fintech)	https://spb.hh.ru/vacancy/51602542	hh.ru		
320	Аналитик по развитию ассортимента	https://spb.hh.ru/vacancy/50600755	hh.ru		
321	Аналитик	https://spb.hh.ru/vacancy/51792860	hh.ru		
322	Аналитик 1С	https://spb.hh.ru/vacancy/51716305	hh.ru		
323	Аналитик	https://spb.hh.ru/vacancy/50364709	hh.ru		
324	Аналитик (Middle) медицинской системы	https://spb.hh.ru/vacancy/49824015	hh.ru	110000	
325	Консультант ERP/бизнес-аналитик	https://spb.hh.ru/vacancy/50732017	hh.ru		
326	Аналитик	https://spb.hh.ru/vacancy/51607879	hh.ru		40000
327	Системный аналитик по документам	https://spb.hh.ru/vacancy/51807474	hh.ru		
328	Product/Data Analyst (Junior)	https://spb.hh.ru/vacancy/51710409	hh.ru		1000
329	Аналитик	https://spb.hh.ru/vacancy/41151076	hh.ru		
330	Data Analyst (BI)	https://spb.hh.ru/vacancy/50926686	hh.ru		
331	Финансовый аналитик	https://spb.hh.ru/vacancy/51800884	hh.ru		
332	BI аналитик	https://spb.hh.ru/vacancy/51805582	hh.ru		
333	Product Analyst	https://spb.hh.ru/vacancy/48278471	hh.ru	200000	
334	Аналитик	https://spb.hh.ru/vacancy/51356884	hh.ru		
335	Аналитик бизнес-процессов	https://spb.hh.ru/vacancy/50943065	hh.ru	120000	
336	Аналитик	https://spb.hh.ru/vacancy/51356755	hh.ru		
337	Аналитик в отдел закупок	https://spb.hh.ru/vacancy/50456766	hh.ru		
338	Менеджер по коммерческой и рыночной аналитике	https://spb.hh.ru/vacancy/50574161	hh.ru		
339	Бизнес-аналитик	https://spb.hh.ru/vacancy/51077235	hh.ru		
340	Аналітик CRM	https://spb.hh.ru/vacancy/51337344	hh.ru		
341	Аналитик данных	https://spb.hh.ru/vacancy/49898429	hh.ru		
342	Системный/бизнес аналитик	https://spb.hh.ru/vacancy/51097847	hh.ru	150000	
343	Продуктовый аналитик	https://spb.hh.ru/vacancy/49460849	hh.ru	150000	
344	Аналитик по продажам	https://spb.hh.ru/vacancy/51787901	hh.ru		
345	Аналитик-экономист	https://spb.hh.ru/vacancy/50222545	hh.ru		
346	Аналитик BI	https://spb.hh.ru/vacancy/46210395	hh.ru		
347	Аналитик (Нижний Новгород)	https://spb.hh.ru/vacancy/50734147	hh.ru		
348	Аналитик Qlik Sense	https://spb.hh.ru/vacancy/51807548	hh.ru		
349	Бизнес-аналитик	https://spb.hh.ru/vacancy/51255666	hh.ru		
350	Web-аналитик / веб-аналитик	https://spb.hh.ru/vacancy/49913772	hh.ru		
351	Бизнес аналитик	https://spb.hh.ru/vacancy/49411806	hh.ru		
352	Экономист-аналитик	https://spb.hh.ru/vacancy/51761018	hh.ru		
353	Data Analyst	https://spb.hh.ru/vacancy/50365221	hh.ru		180000
354	Аналитик спортивных событий	https://spb.hh.ru/vacancy/50333207	hh.ru		
355	Менеджер по ценообразованию и аналитике	https://spb.hh.ru/vacancy/44954957	hh.ru		
356	Аналитик в отдел роботизации	https://spb.hh.ru/vacancy/50890494	hh.ru		
357	Финансовый аналитик (инфраструктурная аналитика)	https://spb.hh.ru/vacancy/50402260	hh.ru		
358	Маркетолог-аналитик	https://spb.hh.ru/vacancy/51625301	hh.ru		100000
359	Аналитик	https://spb.hh.ru/vacancy/51266129	hh.ru		
360	Маркетолог-аналитик E-commerce (Wildberries)	https://spb.hh.ru/vacancy/51582166	hh.ru		
361	Маркетолог-аналитик	https://spb.hh.ru/vacancy/51610522	hh.ru		
362	Аналитик данных	https://spb.hh.ru/vacancy/51010596	hh.ru		
363	Бизнес-аналитик данных / BI аналитик	https://spb.hh.ru/vacancy/51806566	hh.ru		
364	Бизнес-аналитик	https://spb.hh.ru/vacancy/51768800	hh.ru	60000	
365	Менеджер по продажам/бизнес аналитик	https://spb.hh.ru/vacancy/51405792	hh.ru		
366	Дата аналитик	https://spb.hh.ru/vacancy/48130862	hh.ru		
367	Бизнес-аналитик (ML)	https://spb.hh.ru/vacancy/50042036	hh.ru		
368	Аналитик BI / Разработчик данных	https://spb.hh.ru/vacancy/50603484	hh.ru		
369	Аналитик	https://spb.hh.ru/vacancy/48115890	hh.ru		
370	Аналитик	https://spb.hh.ru/vacancy/51194402	hh.ru		
371	Товарный аналитик	https://spb.hh.ru/vacancy/51083742	hh.ru		
372	Системный Бизнес аналитик в логистический проект	https://spb.hh.ru/vacancy/50396917	hh.ru		200000
373	Маркетинговый аналитик	https://spb.hh.ru/vacancy/51272643	hh.ru		
374	Старший аналитик	https://spb.hh.ru/vacancy/51787072	hh.ru		
375	Аналитик	https://spb.hh.ru/vacancy/51008570	hh.ru		
376	Бизнес-аналитик	https://spb.hh.ru/vacancy/47675399	hh.ru		
377	Аналитик данных	https://spb.hh.ru/vacancy/51612198	hh.ru		
378	Аналитик по продажам и продвижению товаров на маркетлейсах	https://spb.hh.ru/vacancy/51723490	hh.ru	80000	
379	Аналитик данных	https://spb.hh.ru/vacancy/51619929	hh.ru		
380	Аналитик Knime	https://spb.hh.ru/vacancy/51695912	hh.ru		
381	Аналитик данных	https://spb.hh.ru/vacancy/51808701	hh.ru		
382	Аналитик качества данных	https://spb.hh.ru/vacancy/51626922	hh.ru		
383	Бизнес-аналитик	https://spb.hh.ru/vacancy/50629077	hh.ru	100000	
384	Финансовый аналитик	https://spb.hh.ru/vacancy/51576066	hh.ru	65000	
385	Web-аналитик	https://spb.hh.ru/vacancy/50760491	hh.ru		
386	Финансовый аналитик	https://spb.hh.ru/vacancy/45527068	hh.ru		
387	Ведущий аналитик	https://spb.hh.ru/vacancy/51358167	hh.ru		
388	Аналитик в отдел экспорта	https://spb.hh.ru/vacancy/50784475	hh.ru		
389	Аналитик в отдел закупок	https://spb.hh.ru/vacancy/51173802	hh.ru		
390	Специалист по планированию ( экономист; аналитик)	https://spb.hh.ru/vacancy/44782896	hh.ru		
391	Стажер аналитик-проектировщик (удаленно)	https://spb.hh.ru/vacancy/46873010	hh.ru	30000	
392	Экономист-аналитик	https://spb.hh.ru/vacancy/51072436	hh.ru		
393	Инвестиционный аналитик	https://spb.hh.ru/vacancy/50876699	hh.ru	120000	
394	Экономист-аналитик (логистика; VBA)	https://spb.hh.ru/vacancy/50498439	hh.ru	2500	
395	Бизнес-аналитик	https://spb.hh.ru/vacancy/51623147	hh.ru		
396	Аналитик	https://spb.hh.ru/vacancy/51780809	hh.ru		
397	Бизнес-аналитик	https://spb.hh.ru/vacancy/51722534	hh.ru		
398	Бизнес-аналитик (удаленно)	https://spb.hh.ru/vacancy/51176876	hh.ru		
399	Data Scientist	https://spb.hh.ru/vacancy/50932609	hh.ru		
400	Старший аналитик	https://spb.hh.ru/vacancy/51604902	hh.ru		
401	Финансовый аналитик	https://spb.hh.ru/vacancy/51032662	hh.ru		400000
402	Аналитик департамента интернет-проектов	https://spb.hh.ru/vacancy/41995992	hh.ru	90000	
403	Бизнес-аналитик IT	https://spb.hh.ru/vacancy/51354293	hh.ru		
404	Аналитик	https://spb.hh.ru/vacancy/50603438	hh.ru		
405	Аналитик	https://spb.hh.ru/vacancy/50859355	hh.ru		
406	Бизнес Аналитик (Customer support efficiency)	https://spb.hh.ru/vacancy/50638181	hh.ru		
407	Аналитик 1C	https://spb.hh.ru/vacancy/48083149	hh.ru	140000	
408	Стажер с обучением на должность аналитика в недвижимости	https://spb.hh.ru/vacancy/50742287	hh.ru		
409	Финансовый аналитик	https://spb.hh.ru/vacancy/50980526	hh.ru		
410	Аналитик KPI	https://spb.hh.ru/vacancy/51054566	hh.ru	50200	
411	Бизнес-Аналитик	https://spb.hh.ru/vacancy/51613413	hh.ru		
412	Ассистент отдела маркетинга (аналитика)	https://spb.hh.ru/vacancy/50760797	hh.ru		
413	Главный аналитик	https://spb.hh.ru/vacancy/51634532	hh.ru		
414	Товарный Бизнес-Аналитик	https://spb.hh.ru/vacancy/51808889	hh.ru		
415	Системный аналитик	https://spb.hh.ru/vacancy/50824857	hh.ru		
416	Аналитик маркетплейсов/управление продажами на МП	https://spb.hh.ru/vacancy/50652343	hh.ru		
417	Аналитик	https://spb.hh.ru/vacancy/51052632	hh.ru		
418	Бизнес-Аналитик Anaplan	https://spb.hh.ru/vacancy/41202590	hh.ru		
419	Бизнес-аналитик	https://spb.hh.ru/vacancy/51584289	hh.ru		
420	Ведущий специалист/аналитик 1С	https://spb.hh.ru/vacancy/50910619	hh.ru		
421	Аналитик	https://spb.hh.ru/vacancy/49015491	hh.ru		
422	Товарный аналитик	https://spb.hh.ru/vacancy/50788655	hh.ru		
423	Аналитик	https://spb.hh.ru/vacancy/51805749	hh.ru	47400	
424	Аналитик по работе с остатками	https://spb.hh.ru/vacancy/51787721	hh.ru		
425	Аналитик (Marketing department)	https://spb.hh.ru/vacancy/48177694	hh.ru		
426	Бизнес-аналитик	https://spb.hh.ru/vacancy/51185386	hh.ru	100000	
427	Финансовый аналитик	https://spb.hh.ru/vacancy/51258083	hh.ru		
428	Аналитик внедрения	https://spb.hh.ru/vacancy/51637211	hh.ru		
429	Data Analyst	https://spb.hh.ru/vacancy/51609848	hh.ru		
430	Ведущий аналитик по продажам	https://spb.hh.ru/vacancy/50943198	hh.ru	120000	
431	Старший бизнес-аналитик СЭД	https://spb.hh.ru/vacancy/44620310	hh.ru	140000	
432	Системный аналитик	https://spb.hh.ru/vacancy/51243368	hh.ru	200000	
433	Аналитик данных middle	https://spb.hh.ru/vacancy/51619338	hh.ru		
434	Бизнес-аналитик	https://spb.hh.ru/vacancy/46470897	hh.ru		
435	Системный аналитик	https://spb.hh.ru/vacancy/51467498	hh.ru		
436	Бизнес-аналитик	https://spb.hh.ru/vacancy/47984560	hh.ru		
437	Бизнес аналитик	https://spb.hh.ru/vacancy/51503168	hh.ru		
438	Системный аналитик	https://spb.hh.ru/vacancy/51364744	hh.ru		
439	Аналитик	https://spb.hh.ru/vacancy/50127191	hh.ru		
440	Аналитик	https://spb.hh.ru/vacancy/51721169	hh.ru		
441	Финансовый аналитик	https://spb.hh.ru/vacancy/51725786	hh.ru	60000	
442	Бизнес-аналитик/системный аналитик	https://spb.hh.ru/vacancy/51281861	hh.ru		
443	Аналитик инвестиционный	https://spb.hh.ru/vacancy/50688359	hh.ru		
444	Аналитик	https://spb.hh.ru/vacancy/49152915	hh.ru		
445	Системный аналитик IT	https://spb.hh.ru/vacancy/50754127	hh.ru		
446	Аналитик взаимодействия	https://spb.hh.ru/vacancy/50928224	hh.ru		
447	Экономист-аналитик (финансовый аналитик)	https://spb.hh.ru/vacancy/51801035	hh.ru		
448	Эконометрист- аналитик	https://spb.hh.ru/vacancy/47185557	hh.ru	110000	
449	Ведущий бизнес-аналитик	https://spb.hh.ru/vacancy/51653420	hh.ru		
450	Аналитик-маркетолог	https://spb.hh.ru/vacancy/51500261	hh.ru		
451	Аналитик данных middle	https://spb.hh.ru/vacancy/51619262	hh.ru		
452	Экономист-аналитик	https://spb.hh.ru/vacancy/50725305	hh.ru		
453	Бизнес-аналитик (госнаправление)	https://spb.hh.ru/vacancy/47695637	hh.ru		
454	Системный аналитик	https://spb.hh.ru/vacancy/51586200	hh.ru		
455	Стажер-аналитик учетных процессов	https://spb.hh.ru/vacancy/51775967	hh.ru		
456	Business Analyst / Systems Analyst	https://spb.hh.ru/vacancy/51289133	hh.ru		
457	Бизнес-аналитик	https://spb.hh.ru/vacancy/50983120	hh.ru		
458	Аналитик	https://spb.hh.ru/vacancy/51487041	hh.ru		
459	Веб-аналитик/ Web-аналитик	https://spb.hh.ru/vacancy/50404949	hh.ru		
460	Товарный аналитик / Аналитик по ассортименту	https://spb.hh.ru/vacancy/51795216	hh.ru		
461	Руководитель проекта (аналитик)	https://spb.hh.ru/vacancy/51179068	hh.ru		
462	Аналитик/специалист по планированию (в центр проектов)	https://spb.hh.ru/vacancy/51613234	hh.ru		
463	Ведущий аналитик	https://spb.hh.ru/vacancy/51624205	hh.ru		
464	Руководитель отдела аналитики (маркетолог - аналитик)	https://spb.hh.ru/vacancy/49812098	hh.ru	65000	
465	Data-аналитик по прогнозированию и товарному запасу	https://spb.hh.ru/vacancy/50563929	hh.ru		
466	Бизнес-аналитик	https://spb.hh.ru/vacancy/51470379	hh.ru	55000	
467	Аналитик по выявлению аномалий	https://spb.hh.ru/vacancy/46859064	hh.ru		
468	Финансовый аналитик	https://spb.hh.ru/vacancy/44760514	hh.ru		
469	Бизнес-аналитик	https://spb.hh.ru/vacancy/51623147	hh.ru		
470	Младший веб аналитик	https://spb.hh.ru/vacancy/51718021	hh.ru		
471	Бизнес аналитик	https://spb.hh.ru/vacancy/51405794	hh.ru	50000	
472	Системный аналитик (junior)	https://spb.hh.ru/vacancy/50766433	hh.ru	45000	
473	Бизнес-аналитик / системный аналитик	https://spb.hh.ru/vacancy/51708820	hh.ru	50000	
474	Системный аналитик	https://spb.hh.ru/vacancy/50982274	hh.ru		
475	Аналитик	https://spb.hh.ru/vacancy/50455842	hh.ru		
476	Финансовый аналитик	https://spb.hh.ru/vacancy/51792913	hh.ru		
477	Аналитик в финансовую компанию	https://spb.hh.ru/vacancy/51360186	hh.ru		
478	Системный аналитик	https://spb.hh.ru/vacancy/51415468	hh.ru		
479	Аналитик по продажам	https://spb.hh.ru/vacancy/51210317	hh.ru	45000	
480	Руководитель отдела аналитики	https://spb.hh.ru/vacancy/50896390	hh.ru		
481	CRM-аналитик	https://spb.hh.ru/vacancy/51663887	hh.ru	130000	
482	Аналитик развития сети (удаленно)	https://spb.hh.ru/vacancy/51391835	hh.ru		
483	Аналитик/Экономист по планированию	https://spb.hh.ru/vacancy/51713293	hh.ru		
484	Бизнес-аналитик	https://spb.hh.ru/vacancy/51311437	hh.ru		
485	Ведущий аналитик по онлайн продажам	https://spb.hh.ru/vacancy/49978758	hh.ru	180000	
486	Business Analyst / Бизнес аналитик	https://spb.hh.ru/vacancy/51025156	hh.ru		
487	Аналитик сопровождения CRM	https://spb.hh.ru/vacancy/50980674	hh.ru		60000
488	Аналитик; IT Analyst	https://spb.hh.ru/vacancy/51629591	hh.ru		
489	Аналитик (AR)	https://spb.hh.ru/vacancy/50754987	hh.ru		
490	Системный аналитик	https://spb.hh.ru/vacancy/51602037	hh.ru		
491	Аналитик-маркетолог (gamedev)	https://spb.hh.ru/vacancy/48290922	hh.ru		
492	Бизнес Ассистент / Аналитик	https://spb.hh.ru/vacancy/50591493	hh.ru		50000
493	Менеджер по коммерческой аналитике	https://spb.hh.ru/vacancy/50214200	hh.ru		
494	Аналитик	https://spb.hh.ru/vacancy/49844476	hh.ru		
495	Аналитик	https://spb.hh.ru/vacancy/49346494	hh.ru		
496	Риск-аналитик	https://spb.hh.ru/vacancy/51760992	hh.ru		
497	Веб-аналитик	https://spb.hh.ru/vacancy/50554642	hh.ru	70000	
498	Экономист (аналитик)	https://spb.hh.ru/vacancy/50733596	hh.ru		
499	Аналітик	https://spb.hh.ru/vacancy/51332832	hh.ru		
500	Технический аналитик	https://spb.hh.ru/vacancy/48350409	hh.ru		
501	Аналитик 1С (MiddIe)	https://spb.hh.ru/vacancy/50582248	hh.ru	180000	
502	Ведущий аналитик данных	https://spb.hh.ru/vacancy/49534783	hh.ru		
503	Бизнес-Аналитик	https://spb.hh.ru/vacancy/51613413	hh.ru		
504	Финансовый аналитик	https://spb.hh.ru/vacancy/51435558	hh.ru		
505	Data Analyst	https://spb.hh.ru/vacancy/51609848	hh.ru		
506	Инвестиционный аналитик	https://spb.hh.ru/vacancy/51759911	hh.ru		
507	Marketing analyst	https://spb.hh.ru/vacancy/51442081	hh.ru		
508	Финансовый аналитик	https://spb.hh.ru/vacancy/51258083	hh.ru		
509	Риск-аналитик	https://spb.hh.ru/vacancy/51760992	hh.ru		
510	Web-аналитик (п. Яблоновский)	https://spb.hh.ru/vacancy/43030351	hh.ru		
511	Product/Data Analyst (Junior)	https://spb.hh.ru/vacancy/51710408	hh.ru		1000
512	Web - аналитик	https://spb.hh.ru/vacancy/51766507	hh.ru		
513	Специалист по планированию ( экономист; аналитик)	https://spb.hh.ru/vacancy/44782896	hh.ru		
514	Бизнес-аналитик	https://spb.hh.ru/vacancy/51635876	hh.ru	40000	
515	Маркетолог-аналитик (Digital Marketing Analyst)	https://spb.hh.ru/vacancy/50813954	hh.ru		
516	Ассистент маркетолога-аналитика	https://spb.hh.ru/vacancy/49926079	hh.ru		
517	Финансовый аналитик	https://spb.hh.ru/vacancy/50839027	hh.ru		
518	BI Аналитик / BI Analyst	https://spb.hh.ru/vacancy/50607135	hh.ru		
519	Data Scientist	https://spb.hh.ru/vacancy/50932609	hh.ru		
520	Аналитик/Ассистент аналитика (количественные маркетинговые исследования)	https://spb.hh.ru/vacancy/51108682	hh.ru		
521	Бизнес-аналитик	https://spb.hh.ru/vacancy/51353587	hh.ru		
522	Системный аналитик (удаленно)	https://spb.hh.ru/vacancy/51635702	hh.ru		
523	Бизнес-аналитик	https://spb.hh.ru/vacancy/51632504	hh.ru	100000	
524	Аналитик-маркетолог	https://spb.hh.ru/vacancy/50439720	hh.ru	70000	
525	Консультант-аналитик 1С	https://spb.hh.ru/vacancy/51799513	hh.ru		
526	Ведущий аналитик	https://spb.hh.ru/vacancy/51624205	hh.ru		
